model,group,median_first_passage,q3_first_passage,mean_not_reached_fraction,minimum_not_reached_fraction,maximum_not_reached_fraction,not_reached_tolerance,thresholds,minimum_threshold,maximum_threshold
79,8,4.0,5.0,0.109375,0.109375,0.109375,0.02,15,15,15
79,9,4.0,5.0,0.140625,0.140625,0.140625,0.02,16,16,16
79,10,5.0,6.0,0.15625,0.15625,0.15625,0.02,17,17,17
79,11,5.0,7.0,0.1875,0.1875,0.1875,0.02,18,18,18
79,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
80,1,1.0,1.0,0.0040983606557377095,0.0,0.016393442622950838,0.02,"1,2,3,4",1,4
80,2,1.0,2.0,0.016393442622950838,0.016393442622950838,0.016393442622950838,0.02,5,5,5
80,3,2.0,2.0,0.016393442622950838,0.016393442622950838,0.016393442622950838,0.02,6,6,6
80,4,2.0,2.0,0.049180327868852514,0.049180327868852514,0.049180327868852514,0.02,"7,8",7,8
80,5,2.0,3.0,0.049180327868852514,0.049180327868852514,0.049180327868852514,0.02,9,9,9
80,6,3.0,3.0,0.08196721311475408,0.08196721311475408,0.08196721311475408,0.02,"10,11",10,11
80,7,3.0,4.0,0.08196721311475408,0.08196721311475408,0.08196721311475408,0.02,12,12,12
80,8,4.0,4.0,0.1311475409836066,0.1311475409836066,0.1311475409836066,0.02,13,13,13
80,9,4.0,5.0,0.1311475409836066,0.1311475409836066,0.1311475409836066,0.02,14,14,14
80,10,5.0,5.0,0.14754098360655743,0.14754098360655743,0.14754098360655743,0.02,15,15,15
80,11,5.0,6.0,0.19672131147540983,0.19672131147540983,0.19672131147540983,0.02,16,16,16
80,12,6.0,7.0,0.2295081967213115,0.2295081967213115,0.2295081967213115,0.02,17,17,17
80,13,7.0,7.0,0.2786885245901639,0.2786885245901639,0.2786885245901639,0.02,18,18,18
80,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
81,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
81,2,1.0,1.0,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.02,"4,5",4,5
81,3,2.0,2.0,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.02,6,6,6
81,4,2.0,2.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,"7,8,9",7,9
81,5,2.0,3.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,10,10,10
81,6,3.0,3.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,"11,12",11,12
81,7,3.0,4.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,"13,14",13,14
81,8,4.0,5.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,15,15,15
81,9,4.0,5.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,16,16,16
81,10,5.0,6.0,0.18333333333333335,0.18333333333333335,0.18333333333333335,0.02,17,17,17
81,11,6.0,7.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.02,18,18,18
81,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
82,1,1.0,1.0,0.00588235294117645,0.0,0.014705882352941124,0.02,"1,2,3,4,5",1,5
82,2,2.0,2.0,0.014705882352941124,0.014705882352941124,0.014705882352941124,0.02,6,6,6
82,3,2.0,2.0,0.044117647058823484,0.044117647058823484,0.044117647058823484,0.02,"7,8",7,8
82,4,2.0,3.0,0.0514705882352941,0.044117647058823484,0.05882352941176472,0.02,"9,10",9,10
82,5,3.0,3.0,0.05882352941176472,0.05882352941176472,0.05882352941176472,0.02,"11,12",11,12
82,6,3.0,4.0,0.07352941176470584,0.07352941176470584,0.07352941176470584,0.02,13,13,13
82,7,4.0,4.5,0.07352941176470584,0.07352941176470584,0.07352941176470584,0.02,14,14,14
82,8,4.0,5.0,0.07352941176470584,0.07352941176470584,0.07352941176470584,0.02,15,15,15
82,9,5.0,5.0,0.08823529411764708,0.08823529411764708,0.08823529411764708,0.02,16,16,16
82,10,5.0,6.0,0.08823529411764708,0.08823529411764708,0.08823529411764708,0.02,17,17,17
82,11,6.0,7.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,18,18,18
82,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
83,1,1.0,1.0,0.006060606060606055,0.0,0.015151515151515138,0.02,"1,2,3,4,5",1,5
83,2,1.0,2.0,0.015151515151515138,0.015151515151515138,0.015151515151515138,0.02,6,6,6
83,3,2.0,2.0,0.045454545454545414,0.045454545454545414,0.045454545454545414,0.02,"7,8,9",7,9
83,4,2.0,2.0,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.02,10,10,10
83,5,3.0,3.0,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.02,"11,12",11,12
83,6,3.0,3.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,13,13,13
83,7,3.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,14,14,14
83,8,4.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,15,15,15
83,9,4.0,5.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.02,16,16,16
83,10,5.0,5.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.02,17,17,17
83,11,5.0,6.0,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.02,18,18,18
83,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
84,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
84,2,1.0,1.0,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.02,"4,5",4,5
84,3,1.0,2.0,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.02,6,6,6
84,4,2.0,2.0,0.06060606060606055,0.06060606060606055,0.06060606060606055,0.02,"7,8,9",7,9
84,5,2.0,3.0,0.09090909090909094,0.09090909090909094,0.09090909090909094,0.02,"10,11",10,11
84,6,3.0,3.0,0.09090909090909094,0.09090909090909094,0.09090909090909094,0.02,12,12,12
84,7,3.0,3.75,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,13,13,13
84,8,3.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,14,14,14
84,9,4.0,4.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.02,15,15,15
84,10,4.0,5.0,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.02,16,16,16
84,11,5.0,5.0,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.02,17,17,17
84,12,5.0,6.0,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.02,18,18,18
84,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
85,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
85,2,1.0,1.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,"4,5",4,5
85,3,2.0,2.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,6,6,6
85,4,2.0,2.0,0.07042253521126762,0.07042253521126762,0.07042253521126762,0.02,"7,8",7,8
85,5,2.0,2.75,0.07042253521126762,0.07042253521126762,0.07042253521126762,0.02,9,9,9
85,6,2.0,3.0,0.11267605633802813,0.11267605633802813,0.11267605633802813,0.02,10,10,10
85,7,3.0,3.0,0.11267605633802813,0.11267605633802813,0.11267605633802813,0.02,"11,12",11,12
85,8,3.0,4.0,0.15492957746478875,0.15492957746478875,0.15492957746478875,0.02,13,13,13
85,9,4.0,4.0,0.15492957746478875,0.15492957746478875,0.15492957746478875,0.02,14,14,14
85,10,4.0,5.0,0.15492957746478875,0.15492957746478875,0.15492957746478875,0.02,15,15,15
85,11,5.0,5.0,0.18309859154929575,0.18309859154929575,0.18309859154929575,0.02,16,16,16
85,12,5.0,6.0,0.19718309859154926,0.19718309859154926,0.19718309859154926,0.02,17,17,17
85,13,5.5,7.0,0.21126760563380287,0.21126760563380287,0.21126760563380287,0.02,18,18,18
85,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
86,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
86,2,1.0,1.0,0.03389830508474578,0.03389830508474578,0.03389830508474578,0.02,"4,5",4,5
86,3,2.0,2.0,0.03389830508474578,0.03389830508474578,0.03389830508474578,0.02,6,6,6
86,4,2.0,2.0,0.06779661016949157,0.06779661016949157,0.06779661016949157,0.02,"7,8,9",7,9
86,5,2.0,3.0,0.11864406779661019,0.11864406779661019,0.11864406779661019,0.02,10,10,10
86,6,3.0,3.0,0.11864406779661019,0.11864406779661019,0.11864406779661019,0.02,"11,12",11,12
86,7,3.0,4.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.02,13,13,13
86,8,4.0,4.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.02,"14,15",14,15
86,9,5.0,5.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.02,16,16,16
86,10,5.0,6.0,0.27118644067796616,0.27118644067796616,0.27118644067796616,0.02,17,17,17
86,11,6.0,6.75,0.288135593220339,0.288135593220339,0.288135593220339,0.02,18,18,18
86,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
87,1,1.0,1.0,0.006153846153846132,0.0,0.01538461538461533,0.02,"1,2,3,4,5",1,5
87,2,2.0,2.0,0.01538461538461533,0.01538461538461533,0.01538461538461533,0.02,6,6,6
87,3,2.0,2.0,0.0461538461538461,0.0461538461538461,0.0461538461538461,0.02,"7,8",7,8
87,4,2.0,3.0,0.0461538461538461,0.0461538461538461,0.0461538461538461,0.02,9,9,9
87,5,2.0,3.0,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.02,10,10,10
87,6,3.0,3.0,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.02,"11,12",11,12
87,7,3.0,4.0,0.1384615384615384,0.1384615384615384,0.1384615384615384,0.02,13,13,13
87,8,4.0,5.0,0.14615384615384613,0.1384615384615384,0.15384615384615385,0.02,"14,15",14,15
87,9,5.0,5.0,0.18461538461538463,0.18461538461538463,0.18461538461538463,0.02,16,16,16
87,10,5.0,6.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.02,17,17,17
87,11,6.0,7.0,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.02,18,18,18
87,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
88,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
88,2,1.0,1.0,0.02564102564102566,0.02564102564102566,0.02564102564102566,0.02,"4,5",4,5
88,3,1.5,2.0,0.02564102564102566,0.02564102564102566,0.02564102564102566,0.02,6,6,6
88,4,2.0,2.0,0.05128205128205132,0.05128205128205132,0.05128205128205132,0.02,"7,8,9",7,9
88,5,2.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,10,10,10
88,6,3.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,"11,12",11,12
88,7,3.0,4.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,13,13,13
88,8,4.0,4.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,14,14,14
88,9,4.0,5.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,15,15,15
88,10,5.0,5.0,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.02,16,16,16
88,11,5.0,6.0,0.14102564102564108,0.14102564102564108,0.14102564102564108,0.02,17,17,17
88,12,6.0,6.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.02,18,18,18
88,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
89,1,1.0,1.0,0.005714285714285694,0.0,0.014285714285714235,0.02,"1,2,3,4,5",1,5
89,2,1.0,2.0,0.014285714285714235,0.014285714285714235,0.014285714285714235,0.02,6,6,6
89,3,2.0,2.0,0.02857142857142858,0.02857142857142858,0.02857142857142858,0.02,"7,8,9",7,9
89,4,2.0,3.0,0.042857142857142816,0.042857142857142816,0.042857142857142816,0.02,10,10,10
89,5,3.0,3.0,0.042857142857142816,0.042857142857142816,0.042857142857142816,0.02,"11,12",11,12
89,6,3.0,4.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,"13,14",13,14
89,7,4.0,4.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,15,15,15
89,8,4.0,5.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,16,16,16
89,9,5.0,5.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,17,17,17
89,10,5.0,6.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,18,18,18
89,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
90,1,1.0,1.0,0.005333333333333324,0.0,0.013333333333333308,0.02,"1,2,3,4,5",1,5
90,2,2.0,2.0,0.02333333333333329,0.013333333333333308,0.026666666666666616,0.02,"6,7,8,9",6,9
90,3,3.0,3.0,0.053333333333333344,0.053333333333333344,0.053333333333333344,0.02,"10,11",10,11
90,4,3.0,3.5,0.053333333333333344,0.053333333333333344,0.053333333333333344,0.02,12,12,12
90,5,4.0,4.0,0.09333333333333338,0.09333333333333338,0.09333333333333338,0.02,"13,14",13,14
90,6,4.0,5.0,0.09333333333333338,0.09333333333333338,0.09333333333333338,0.02,15,15,15
90,7,5.0,5.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,16,16,16
90,8,6.0,6.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,17,17,17
90,9,6.0,7.0,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.02,18,18,18
90,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
91,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
91,2,1.0,1.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,"4,5",4,5
91,3,1.0,2.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,6,6,6
91,4,2.0,2.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,"7,8",7,8
91,5,2.0,2.75,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,9,9,9
91,6,2.0,3.0,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,"10,11",10,11
91,7,3.0,3.0,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,12,12,12
91,8,3.0,4.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,"13,14,15",13,15
91,9,4.0,5.0,0.17910447761194026,0.17910447761194026,0.17910447761194026,0.02,"16,17",16,17
91,10,5.0,5.75,0.19402985074626866,0.19402985074626866,0.19402985074626866,0.02,18,18,18
91,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
92,1,1.0,1.0,0.005479452054794542,0.0,0.013698630136986356,0.02,"1,2,3,4,5",1,5
92,2,1.5,2.0,0.013698630136986356,0.013698630136986356,0.013698630136986356,0.02,6,6,6
92,3,2.0,2.0,0.04109589041095896,0.04109589041095896,0.04109589041095896,0.02,"7,8,9",7,9
92,4,2.0,3.0,0.06849315068493156,0.06849315068493156,0.06849315068493156,0.02,10,10,10
92,5,3.0,3.0,0.06849315068493156,0.06849315068493156,0.06849315068493156,0.02,"11,12",11,12
92,6,3.0,4.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,"13,14",13,14
92,7,4.0,5.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,15,15,15
92,8,4.0,5.0,0.12328767123287676,0.12328767123287676,0.12328767123287676,0.02,16,16,16
92,9,5.0,5.0,0.12328767123287676,0.12328767123287676,0.12328767123287676,0.02,17,17,17
92,10,5.0,6.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
92,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
93,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
93,2,1.0,1.0,0.02564102564102566,0.02564102564102566,0.02564102564102566,0.02,"4,5",4,5
93,3,2.0,2.0,0.02564102564102566,0.02564102564102566,0.02564102564102566,0.02,6,6,6
93,4,2.0,2.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,"7,8,9",7,9
93,5,2.0,3.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,10,10,10
93,6,3.0,3.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,"11,12",11,12
93,7,3.0,4.0,0.14102564102564108,0.14102564102564108,0.14102564102564108,0.02,13,13,13
93,8,4.0,4.0,0.14102564102564108,0.14102564102564108,0.14102564102564108,0.02,14,14,14
93,9,4.0,5.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,15,15,15
93,10,4.0,5.0,0.20512820512820518,0.20512820512820518,0.20512820512820518,0.02,16,16,16
93,11,4.5,6.0,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.02,17,17,17
93,12,5.0,6.0,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.02,18,18,18
93,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
94,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
94,2,2.0,2.0,0.026041666666666668,0.015625,0.03125,0.02,"6,7,8",6,8
94,3,2.0,3.0,0.03125,0.03125,0.03125,0.02,9,9,9
94,4,2.0,3.0,0.0625,0.0625,0.0625,0.02,10,10,10
94,5,3.0,3.0,0.0625,0.0625,0.0625,0.02,11,11,11
94,6,3.0,4.0,0.0625,0.0625,0.0625,0.02,12,12,12
94,7,4.0,4.0,0.109375,0.109375,0.109375,0.02,"13,14",13,14
94,8,5.0,5.0,0.109375,0.109375,0.109375,0.02,15,15,15
94,9,5.0,5.75,0.15625,0.15625,0.15625,0.02,16,16,16
94,10,6.0,6.0,0.171875,0.171875,0.171875,0.02,17,17,17
94,11,6.0,7.0,0.234375,0.234375,0.234375,0.02,18,18,18
94,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
95,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
95,2,1.0,1.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,"4,5",4,5
95,3,2.0,2.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,6,6,6
95,4,2.0,2.0,0.07692307692307687,0.07692307692307687,0.07692307692307687,0.02,"7,8",7,8
95,5,2.0,3.0,0.07692307692307687,0.07692307692307687,0.07692307692307687,0.02,9,9,9
95,6,3.0,3.0,0.10769230769230764,0.10769230769230764,0.10769230769230764,0.02,"10,11",10,11
95,7,3.0,3.75,0.10769230769230764,0.10769230769230764,0.10769230769230764,0.02,12,12,12
95,8,4.0,4.0,0.16923076923076918,0.16923076923076918,0.16923076923076918,0.02,"13,14",13,14
95,9,5.0,5.0,0.18461538461538463,0.18461538461538463,0.18461538461538463,0.02,15,15,15
95,10,5.0,6.0,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.02,16,16,16
95,11,6.0,6.0,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.02,17,17,17
95,12,6.0,7.0,0.3384615384615385,0.3384615384615385,0.3384615384615385,0.02,18,18,18
95,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
96,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
96,2,1.0,1.0,0.022222222222222254,0.022222222222222254,0.022222222222222254,0.02,4,4,4
96,3,1.0,2.0,0.022222222222222254,0.022222222222222254,0.022222222222222254,0.02,5,5,5
96,4,2.0,2.0,0.022222222222222254,0.022222222222222254,0.022222222222222254,0.02,6,6,6
96,5,2.0,2.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,"7,8",7,8
96,6,2.0,3.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,9,9,9
96,7,3.0,3.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,"10,11",10,11
96,8,3.0,4.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,12,12,12
96,9,4.0,4.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.02,13,13,13
96,10,4.0,4.75,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.02,14,14,14
96,11,5.0,5.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.02,15,15,15
96,12,5.0,6.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.02,16,16,16
96,13,6.0,6.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.02,17,17,17
96,14,7.0,7.0,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.02,18,18,18
96,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
97,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
97,2,1.0,2.0,0.015625,0.015625,0.015625,0.02,6,6,6
97,3,2.0,2.0,0.03125,0.03125,0.03125,0.02,"7,8,9",7,9
97,4,2.0,3.0,0.0625,0.0625,0.0625,0.02,"10,11",10,11
97,5,3.0,3.0,0.0703125,0.0625,0.078125,0.02,"12,13",12,13
97,6,3.0,4.0,0.078125,0.078125,0.078125,0.02,"14,15",14,15
97,7,4.0,4.0,0.09375,0.09375,0.09375,0.02,16,16,16
97,8,4.0,5.0,0.09375,0.09375,0.09375,0.02,17,17,17
97,9,5.0,5.0,0.09375,0.09375,0.09375,0.02,18,18,18
97,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
98,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
98,2,1.0,1.0,0.032258064516129004,0.032258064516129004,0.032258064516129004,0.02,"4,5",4,5
98,3,2.0,2.0,0.032258064516129004,0.032258064516129004,0.032258064516129004,0.02,6,6,6
98,4,2.0,2.0,0.06451612903225812,0.06451612903225812,0.06451612903225812,0.02,"7,8,9",7,9
98,5,2.0,3.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.02,10,10,10
98,6,3.0,3.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.02,"11,12",11,12
98,7,3.0,4.0,0.16129032258064513,0.16129032258064513,0.16129032258064513,0.02,13,13,13
98,8,4.0,4.0,0.16129032258064513,0.16129032258064513,0.16129032258064513,0.02,14,14,14
98,9,4.0,5.0,0.19354838709677424,0.19354838709677424,0.19354838709677424,0.02,15,15,15
98,10,5.0,5.0,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.02,16,16,16
98,11,5.0,6.0,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.02,17,17,17
98,12,6.0,7.0,0.30645161290322576,0.30645161290322576,0.30645161290322576,0.02,18,18,18
98,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
99,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
99,2,1.0,1.0,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.02,4,4,4
99,3,1.0,1.75,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.02,5,5,5
99,4,2.0,2.0,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.02,6,6,6
99,5,2.0,2.0,0.06578947368421051,0.06578947368421051,0.06578947368421051,0.02,"7,8",7,8
99,6,2.0,3.0,0.06578947368421051,0.06578947368421051,0.06578947368421051,0.02,9,9,9
99,7,3.0,3.0,0.09210526315789469,0.09210526315789469,0.09210526315789469,0.02,"10,11",10,11
99,8,3.0,4.0,0.09210526315789469,0.09210526315789469,0.09210526315789469,0.02,12,12,12
99,9,4.0,4.0,0.11842105263157898,0.11842105263157898,0.11842105263157898,0.02,"13,14",13,14
99,10,4.0,5.0,0.11842105263157898,0.11842105263157898,0.11842105263157898,0.02,15,15,15
99,11,5.0,5.0,0.14473684210526316,0.14473684210526316,0.14473684210526316,0.02,16,16,16
99,12,5.0,6.0,0.1578947368421053,0.1578947368421053,0.1578947368421053,0.02,17,17,17
99,13,6.0,7.0,0.19736842105263153,0.19736842105263153,0.19736842105263153,0.02,18,18,18
99,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
